site,age_smoothed_ka,sea_level_smoothed_m,
846 Liseicki,17220,-1.6,
846 Liseicki,17240,-1.6,
846 Liseicki,17260,-1.4,
846 Liseicki,17280,-1.3,
846 Liseicki,17300,-1.1,
846 Liseicki,17320,-0.9,
846 Liseicki,17340,-0.8,
846 Liseicki,17360,-0.6,
846 Liseicki,17380,-0.5,
846 Liseicki,17400,-0.3,
846 Liseicki,17420,-0.1,
846 Liseicki,17440,0.2,
846 Liseicki,17460,0.5,
846 Liseicki,17480,0.9,
846 Liseicki,17500,1.3,
846 Liseicki,17520,1.8,
846 Liseicki,17540,2.4,
846 Liseicki,17560,3.0,
846 Liseicki,17580,3.5,
846 Liseicki,17600,4.0,
846 Liseicki,17620,4.4,
846 Liseicki,17640,4.6,
846 Liseicki,17660,4.7,
846 Liseicki,17680,4.7,
846 Liseicki,17700,4.4,
846 Liseicki,17720,4.1,
846 Liseicki,17740,3.5,
846 Liseicki,17760,2.9,
846 Liseicki,17780,2.2,
846 Liseicki,17800,1.5,
846 Liseicki,17820,0.8,
846 Liseicki,17840,0.2,
846 Liseicki,17860,-0.3,
846 Liseicki,17880,-0.6,
846 Liseicki,17900,-0.7,
846 Liseicki,17920,-0.6,
846 Liseicki,17940,-0.2,
846 Liseicki,17960,0.3,
846 Liseicki,17980,0.8,
846 Liseicki,18000,1.4,
846 Liseicki,18020,2.0,
846 Liseicki,18040,2.5,
846 Liseicki,18060,2.8,
846 Liseicki,18080,2.9,
846 Liseicki,18100,2.8,
846 Liseicki,18120,2.6,
846 Liseicki,18140,2.1,
846 Liseicki,18160,1.5,
846 Liseicki,18180,0.8,
846 Liseicki,18200,-0.2,
846 Liseicki,18220,-1.2,
846 Liseicki,18240,-2.5,
846 Liseicki,18260,-3.8,
846 Liseicki,18280,-5.2,
846 Liseicki,18300,-6.6,
846 Liseicki,18320,-8.0,
846 Liseicki,18340,-9.3,
846 Liseicki,18360,-10.5,
846 Liseicki,18380,-11.6,
846 Liseicki,18400,-12.5,
846 Liseicki,18420,-13.2,
846 Liseicki,18440,-13.7,
846 Liseicki,18460,-14.0,
846 Liseicki,18480,-14.1,
846 Liseicki,18500,-14.1,
846 Liseicki,18520,-13.9,
846 Liseicki,18540,-13.6,
846 Liseicki,18560,-13.1,
846 Liseicki,18580,-12.5,
846 Liseicki,18600,-11.8,
846 Liseicki,18620,-10.9,
846 Liseicki,18640,-9.9,
846 Liseicki,18660,-8.8,
846 Liseicki,18680,-7.7,
846 Liseicki,18700,-6.8,
846 Liseicki,18720,-6.0,
846 Liseicki,18740,-5.5,
846 Liseicki,18760,-5.3,
846 Liseicki,18780,-5.5,
846 Liseicki,18800,-6.1,
846 Liseicki,18820,-6.9,
846 Liseicki,18840,-8.0,
846 Liseicki,18860,-9.3,
846 Liseicki,18880,-10.6,
846 Liseicki,18900,-11.9,
846 Liseicki,18920,-13.1,
846 Liseicki,18940,-14.1,
846 Liseicki,18960,-14.9,
846 Liseicki,18980,-15.5,
846 Liseicki,19000,-15.9,
846 Liseicki,19020,-16.1,
846 Liseicki,19040,-16.0,
846 Liseicki,19060,-15.7,
846 Liseicki,19080,-15.2,
846 Liseicki,19100,-14.5,
846 Liseicki,19120,-13.7,
846 Liseicki,19140,-13.0,
846 Liseicki,19160,-12.2,
846 Liseicki,19180,-11.7,
846 Liseicki,19200,-11.3,
846 Liseicki,19220,-11.3,
846 Liseicki,19240,-11.7,
846 Liseicki,19260,-12.4,
846 Liseicki,19280,-13.5,
846 Liseicki,19300,-14.9,
846 Liseicki,19320,-16.4,
846 Liseicki,19340,-18.1,
846 Liseicki,19360,-19.6,
846 Liseicki,19380,-20.8,
846 Liseicki,19400,-21.7,
846 Liseicki,19420,-22.2,
846 Liseicki,19440,-22.1,
846 Liseicki,19460,-21.5,
846 Liseicki,19480,-20.4,
846 Liseicki,19500,-18.9,
846 Liseicki,19520,-17.1,
846 Liseicki,19540,-15.1,
846 Liseicki,19560,-13.0,
846 Liseicki,19580,-11.0,
846 Liseicki,19600,-9.1,
846 Liseicki,19620,-7.5,
846 Liseicki,19640,-6.3,
846 Liseicki,19660,-5.4,
846 Liseicki,19680,-5.0,
846 Liseicki,19700,-5.0,
846 Liseicki,19720,-5.4,
846 Liseicki,19740,-6.0,
846 Liseicki,19760,-6.9,
846 Liseicki,19780,-7.8,
846 Liseicki,19800,-8.6,
846 Liseicki,19820,-9.1,
846 Liseicki,19840,-9.2,
846 Liseicki,19860,-9.0,
846 Liseicki,19880,-8.2,
846 Liseicki,19900,-7.1,
846 Liseicki,19920,-5.6,
846 Liseicki,19940,-4.0,
846 Liseicki,19960,-2.2,
846 Liseicki,19980,-0.4,
846 Liseicki,20000,1.2,
846 Liseicki,20020,2.5,
846 Liseicki,20040,3.4,
846 Liseicki,20060,4.0,
846 Liseicki,20080,4.3,
846 Liseicki,20100,4.4,
846 Liseicki,20120,4.3,
846 Liseicki,20140,4.2,
846 Liseicki,20160,4.2,
846 Liseicki,20180,4.2,
846 Liseicki,20200,4.4,
846 Liseicki,20220,4.7,
846 Liseicki,20240,5.0,
846 Liseicki,20260,5.3,
846 Liseicki,20280,5.3,
846 Liseicki,20300,4.9,
846 Liseicki,20320,4.1,
846 Liseicki,20340,2.7,
846 Liseicki,20360,0.8,
846 Liseicki,20380,-1.7,
846 Liseicki,20400,-4.7,
846 Liseicki,20420,-8.1,
846 Liseicki,20440,-11.7,
846 Liseicki,20460,-15.4,
846 Liseicki,20480,-19.0,
846 Liseicki,20500,-22.3,
846 Liseicki,20520,-25.1,
846 Liseicki,20540,-27.3,
846 Liseicki,20560,-28.8,
846 Liseicki,20580,-29.6,
846 Liseicki,20600,-29.7,
846 Liseicki,20620,-29.1,
846 Liseicki,20640,-28.1,
846 Liseicki,20660,-26.6,
846 Liseicki,20680,-24.9,
846 Liseicki,20700,-23.0,
846 Liseicki,20720,-21.3,
846 Liseicki,20740,-19.7,
846 Liseicki,20760,-18.4,
846 Liseicki,20780,-17.3,
846 Liseicki,20800,-16.7,
846 Liseicki,20820,-16.3,
846 Liseicki,20840,-16.3,
846 Liseicki,20860,-16.4,
846 Liseicki,20880,-16.7,
846 Liseicki,20900,-17.0,
846 Liseicki,20920,-17.2,
846 Liseicki,20940,-17.2,
846 Liseicki,20960,-17.1,
846 Liseicki,20980,-16.7,
846 Liseicki,21000,-16.2,
846 Liseicki,21020,-15.5,
846 Liseicki,21040,-14.7,
846 Liseicki,21060,-13.8,
846 Liseicki,21080,-13.0,
846 Liseicki,21100,-12.3,
846 Liseicki,21120,-11.7,
846 Liseicki,21140,-11.2,
846 Liseicki,21160,-10.9,
846 Liseicki,21180,-10.8,
846 Liseicki,21200,-10.8,
846 Liseicki,21220,-10.9,
846 Liseicki,21240,-11.0,
846 Liseicki,21260,-11.1,
846 Liseicki,21280,-11.1,
846 Liseicki,21300,-10.9,
846 Liseicki,21320,-10.5,
846 Liseicki,21340,-9.8,
846 Liseicki,21360,-8.8,
846 Liseicki,21380,-7.6,
846 Liseicki,21400,-6.0,
846 Liseicki,21420,-4.2,
846 Liseicki,21440,-2.2,
846 Liseicki,21460,-0.2,
846 Liseicki,21480,1.7,
846 Liseicki,21500,3.5,
846 Liseicki,21520,4.9,
846 Liseicki,21540,5.9,
846 Liseicki,21560,6.6,
846 Liseicki,21580,6.9,
846 Liseicki,21600,6.8,
846 Liseicki,21620,6.5,
846 Liseicki,21640,6.0,
846 Liseicki,21660,5.4,
846 Liseicki,21680,4.8,
846 Liseicki,21700,4.2,
846 Liseicki,21720,3.6,
846 Liseicki,21740,2.9,
846 Liseicki,21760,2.2,
846 Liseicki,21780,1.4,
846 Liseicki,21800,0.5,
846 Liseicki,21820,-0.6,
846 Liseicki,21840,-1.7,
846 Liseicki,21860,-3.0,
846 Liseicki,21880,-4.3,
846 Liseicki,21900,-5.5,
846 Liseicki,21920,-6.7,
846 Liseicki,21940,-7.6,
846 Liseicki,21960,-8.5,
846 Liseicki,21980,-9.1,
846 Liseicki,22000,-9.7,
846 Liseicki,22020,-10.1,
846 Liseicki,22040,-10.5,
846 Liseicki,22060,-10.9,
846 Liseicki,22080,-11.3,
846 Liseicki,22100,-11.7,
846 Liseicki,22120,-12.1,
846 Liseicki,22140,-12.4,
846 Liseicki,22160,-12.6,
846 Liseicki,22180,-12.6,
846 Liseicki,22200,-12.5,
846 Liseicki,22220,-12.2,
846 Liseicki,22240,-11.7,
846 Liseicki,22260,-11.2,
846 Liseicki,22280,-10.6,
846 Liseicki,22300,-10.0,
846 Liseicki,22320,-9.4,
846 Liseicki,22340,-8.8,
846 Liseicki,22360,-8.2,
846 Liseicki,22380,-7.7,
846 Liseicki,22400,-7.2,
846 Liseicki,22420,-6.7,
846 Liseicki,22440,-6.2,
846 Liseicki,22460,-5.8,
846 Liseicki,22480,-5.3,
846 Liseicki,22500,-4.9,
846 Liseicki,22520,-4.5,
846 Liseicki,22540,-4.0,
846 Liseicki,22560,-3.6,
846 Liseicki,22580,-3.2,
846 Liseicki,22600,-2.9,
846 Liseicki,22620,-2.5,
846 Liseicki,22640,-2.3,
846 Liseicki,22660,-2.1,
846 Liseicki,22680,-2.1,
846 Liseicki,22700,-2.2,
846 Liseicki,22720,-2.5,
846 Liseicki,22740,-3.0,
846 Liseicki,22760,-3.7,
846 Liseicki,22780,-4.7,
846 Liseicki,22800,-5.8,
846 Liseicki,22820,-7.2,
846 Liseicki,22840,-8.6,
846 Liseicki,22860,-10.2,
846 Liseicki,22880,-11.9,
846 Liseicki,22900,-13.6,
846 Liseicki,22920,-15.2,
846 Liseicki,22940,-16.7,
846 Liseicki,22960,-18.0,
846 Liseicki,22980,-19.0,
846 Liseicki,23000,-19.7,
846 Liseicki,23020,-20.0,
846 Liseicki,23040,-19.8,
846 Liseicki,23060,-19.1,
846 Liseicki,23080,-17.9,
846 Liseicki,23100,-16.2,
846 Liseicki,23120,-14.2,
846 Liseicki,23140,-12.0,
846 Liseicki,23160,-9.6,
846 Liseicki,23180,-7.2,
846 Liseicki,23200,-4.9,
846 Liseicki,23220,-2.6,
846 Liseicki,23240,-0.6,
846 Liseicki,23260,1.1,
846 Liseicki,23280,2.6,
846 Liseicki,23300,3.9,
846 Liseicki,23320,4.8,
846 Liseicki,23340,5.5,
846 Liseicki,23360,6.0,
846 Liseicki,23380,6.2,
846 Liseicki,23400,6.2,
846 Liseicki,23420,5.9,
846 Liseicki,23440,5.5,
846 Liseicki,23460,5.0,
846 Liseicki,23480,4.4,
846 Liseicki,23500,3.9,
846 Liseicki,23520,3.4,
846 Liseicki,23540,3.1,
846 Liseicki,23560,3.0,
846 Liseicki,23580,3.1,
846 Liseicki,23600,3.6,
846 Liseicki,23620,4.3,
846 Liseicki,23640,5.3,
846 Liseicki,23660,6.5,
846 Liseicki,23680,7.8,
846 Liseicki,23700,9.1,
846 Liseicki,23720,10.3,
846 Liseicki,23740,11.3,
846 Liseicki,23760,12.2,
846 Liseicki,23780,12.8,
846 Liseicki,23800,13.3,
846 Liseicki,23820,13.6,
846 Liseicki,23840,13.9,
846 Liseicki,23860,14.1,
846 Liseicki,23880,14.4,
846 Liseicki,23900,14.8,
846 Liseicki,23920,15.4,
846 Liseicki,23940,16.0,
846 Liseicki,23960,16.8,
846 Liseicki,23980,17.5,
846 Liseicki,24000,18.3,
846 Liseicki,24020,19.0,
846 Liseicki,24040,19.5,
846 Liseicki,24060,19.9,
846 Liseicki,24080,20.1,
846 Liseicki,24100,20.1,
846 Liseicki,24120,19.8,
846 Liseicki,24140,19.4,
846 Liseicki,24160,18.7,
846 Liseicki,24180,17.9,
846 Liseicki,24200,16.9,
846 Liseicki,24220,15.9,
846 Liseicki,24240,14.9,
846 Liseicki,24260,13.9,
846 Liseicki,24280,13.0,
846 Liseicki,24300,12.3,
846 Liseicki,24320,11.7,
846 Liseicki,24340,11.3,
846 Liseicki,24360,11.1,
846 Liseicki,24380,10.9,
846 Liseicki,24400,10.9,
846 Liseicki,24420,11.0,
846 Liseicki,24440,11.1,
846 Liseicki,24460,11.2,
846 Liseicki,24480,11.4,
846 Liseicki,24500,11.6,
846 Liseicki,24520,11.8,
846 Liseicki,24540,12.1,
846 Liseicki,24560,12.3,
846 Liseicki,24580,12.5,
846 Liseicki,24600,12.8,
846 Liseicki,24620,12.9,
846 Liseicki,24640,13.0,
846 Liseicki,24660,13.1,
846 Liseicki,24680,13.0,
846 Liseicki,24700,12.9,
846 Liseicki,24720,12.8,
846 Liseicki,24740,12.6,
846 Liseicki,24760,12.3,
846 Liseicki,24780,12.0,
846 Liseicki,24800,11.7,
846 Liseicki,24820,11.3,
846 Liseicki,24840,10.9,
846 Liseicki,24860,10.5,
846 Liseicki,24880,10.0,
846 Liseicki,24900,9.4,
846 Liseicki,24920,8.8,
846 Liseicki,24940,8.2,
846 Liseicki,24960,7.5,
846 Liseicki,24980,6.8,
846 Liseicki,25000,6.1,
846 Liseicki,25020,5.4,
846 Liseicki,25040,4.8,
846 Liseicki,25060,4.3,
846 Liseicki,25080,4.0,
846 Liseicki,25100,3.9,
846 Liseicki,25120,3.9,
846 Liseicki,25140,4.2,
846 Liseicki,25160,4.6,
846 Liseicki,25180,5.2,
846 Liseicki,25200,5.8,
846 Liseicki,25220,6.5,
846 Liseicki,25240,7.1,
846 Liseicki,25260,7.6,
846 Liseicki,25280,8.0,
846 Liseicki,25300,8.1,
846 Liseicki,25320,8.1,
846 Liseicki,25340,7.8,
846 Liseicki,25360,7.3,
846 Liseicki,25380,6.6,
846 Liseicki,25400,5.9,
846 Liseicki,25420,5.0,
846 Liseicki,25440,4.3,
846 Liseicki,25460,3.6,
846 Liseicki,25480,3.2,
846 Liseicki,25500,2.9,
846 Liseicki,25520,3.0,
846 Liseicki,25540,3.3,
846 Liseicki,25560,3.8,
846 Liseicki,25580,4.4,
846 Liseicki,25600,5.2,
846 Liseicki,25620,5.9,
846 Liseicki,25640,6.6,
846 Liseicki,25660,7.1,
846 Liseicki,25680,7.4,
846 Liseicki,25700,7.5,
846 Liseicki,25720,7.3,
846 Liseicki,25740,7.0,
846 Liseicki,25760,6.4,
846 Liseicki,25780,5.8,
846 Liseicki,25800,5.1,
846 Liseicki,25820,4.5,
846 Liseicki,25840,4.0,
846 Liseicki,25860,3.7,
846 Liseicki,25880,3.6,
846 Liseicki,25900,3.8,
846 Liseicki,25920,4.1,
846 Liseicki,25940,4.7,
846 Liseicki,25960,5.3,
846 Liseicki,25980,6.0,
846 Liseicki,26000,6.6,
846 Liseicki,26020,7.1,
846 Liseicki,26040,7.3,
846 Liseicki,26060,7.3,
846 Liseicki,26080,7.0,
846 Liseicki,26100,6.4,
846 Liseicki,26120,5.6,
846 Liseicki,26140,4.6,
846 Liseicki,26160,3.5,
846 Liseicki,26180,2.4,
846 Liseicki,26200,1.3,
846 Liseicki,26220,0.2,
846 Liseicki,26240,-0.7,
846 Liseicki,26260,-1.4,
846 Liseicki,26280,-2.0,
846 Liseicki,26300,-2.4,
846 Liseicki,26320,-2.7,
846 Liseicki,26340,-2.8,
846 Liseicki,26360,-3.0,
846 Liseicki,26380,-3.0,
846 Liseicki,26400,-3.1,
846 Liseicki,26420,-3.2,
846 Liseicki,26440,-3.3,
846 Liseicki,26460,-3.5,
846 Liseicki,26480,-3.7,
846 Liseicki,26500,-4.1,
846 Liseicki,26520,-4.5,
846 Liseicki,26540,-5.1,
846 Liseicki,26560,-5.8,
846 Liseicki,26580,-6.8,
846 Liseicki,26600,-7.9,
846 Liseicki,26620,-9.3,
846 Liseicki,26640,-10.8,
846 Liseicki,26660,-12.3,
846 Liseicki,26680,-13.9,
846 Liseicki,26700,-15.4,
846 Liseicki,26720,-16.6,
846 Liseicki,26740,-17.7,
846 Liseicki,26760,-18.5,
846 Liseicki,26780,-18.9,
846 Liseicki,26800,-19.1,
846 Liseicki,26820,-19.0,
846 Liseicki,26840,-18.6,
846 Liseicki,26860,-18.1,
846 Liseicki,26880,-17.5,
846 Liseicki,26900,-16.8,
846 Liseicki,26920,-16.2,
846 Liseicki,26940,-15.6,
846 Liseicki,26960,-15.1,
846 Liseicki,26980,-14.9,
846 Liseicki,27000,-14.8,
846 Liseicki,27020,-14.9,
846 Liseicki,27040,-15.1,
846 Liseicki,27060,-15.5,
846 Liseicki,27080,-16.0,
846 Liseicki,27100,-16.5,
846 Liseicki,27120,-16.9,
846 Liseicki,27140,-17.3,
846 Liseicki,27160,-17.5,
846 Liseicki,27180,-17.6,
846 Liseicki,27200,-17.6,
846 Liseicki,27220,-17.5,
846 Liseicki,27240,-17.3,
846 Liseicki,27260,-17.1,
846 Liseicki,27280,-17.0,
846 Liseicki,27300,-16.9,
846 Liseicki,27320,-16.9,
846 Liseicki,27340,-16.9,
846 Liseicki,27360,-17.0,
846 Liseicki,27380,-17.3,
846 Liseicki,27400,-17.6,
846 Liseicki,27420,-17.9,
846 Liseicki,27440,-18.4,
846 Liseicki,27460,-18.8,
846 Liseicki,27480,-19.3,
846 Liseicki,27500,-19.8,
846 Liseicki,27520,-20.2,
846 Liseicki,27540,-20.6,
846 Liseicki,27560,-20.9,
846 Liseicki,27580,-21.1,
846 Liseicki,27600,-21.1,
846 Liseicki,27620,-21.0,
846 Liseicki,27640,-20.8,
846 Liseicki,27660,-20.4,
846 Liseicki,27680,-20.0,
846 Liseicki,27700,-19.5,
846 Liseicki,27720,-19.1,
846 Liseicki,27740,-18.8,
846 Liseicki,27760,-18.6,
846 Liseicki,27780,-18.7,
846 Liseicki,27800,-18.9,
846 Liseicki,27820,-19.2,
846 Liseicki,27840,-19.6,
846 Liseicki,27860,-20.0,
846 Liseicki,27880,-20.2,
846 Liseicki,27900,-20.3,
846 Liseicki,27920,-20.1,
846 Liseicki,27940,-19.6,
846 Liseicki,27960,-18.9,
846 Liseicki,27980,-17.9,
846 Liseicki,28000,-16.9,
846 Liseicki,28020,-15.7,
846 Liseicki,28040,-14.7,
846 Liseicki,28060,-13.8,
846 Liseicki,28080,-13.1,
846 Liseicki,28100,-12.6,
846 Liseicki,28120,-12.4,
846 Liseicki,28140,-12.5,
846 Liseicki,28160,-12.8,
846 Liseicki,28180,-13.3,
846 Liseicki,28200,-13.9,
846 Liseicki,28220,-14.5,
846 Liseicki,28240,-15.2,
846 Liseicki,28260,-15.7,
846 Liseicki,28280,-16.2,
846 Liseicki,28300,-16.5,
846 Liseicki,28320,-16.7,
846 Liseicki,28340,-16.7,
846 Liseicki,28360,-16.6,
846 Liseicki,28380,-16.4,
846 Liseicki,28400,-16.0,
846 Liseicki,28420,-15.5,
846 Liseicki,28440,-14.9,
846 Liseicki,28460,-14.3,
846 Liseicki,28480,-13.7,
846 Liseicki,28500,-13.3,
846 Liseicki,28520,-12.9,
846 Liseicki,28540,-12.8,
846 Liseicki,28560,-12.9,
846 Liseicki,28580,-13.2,
846 Liseicki,28600,-13.7,
846 Liseicki,28620,-14.4,
846 Liseicki,28640,-15.2,
846 Liseicki,28660,-16.0,
846 Liseicki,28680,-16.8,
846 Liseicki,28700,-17.5,
846 Liseicki,28720,-18.2,
846 Liseicki,28740,-18.7,
846 Liseicki,28760,-19.2,
846 Liseicki,28780,-19.5,
846 Liseicki,28800,-19.8,
846 Liseicki,28820,-20.0,
846 Liseicki,28840,-20.1,
846 Liseicki,28860,-20.2,
846 Liseicki,28880,-20.1,
846 Liseicki,28900,-20.0,
846 Liseicki,28920,-19.7,
846 Liseicki,28940,-19.4,
846 Liseicki,28960,-18.9,
846 Liseicki,28980,-18.4,
846 Liseicki,29000,-17.8,
846 Liseicki,29020,-17.2,
846 Liseicki,29040,-16.7,
846 Liseicki,29060,-16.2,
846 Liseicki,29080,-15.7,
846 Liseicki,29100,-15.2,
846 Liseicki,29120,-14.8,
846 Liseicki,29140,-14.2,
846 Liseicki,29160,-13.6,
846 Liseicki,29180,-12.8,
846 Liseicki,29200,-11.9,
846 Liseicki,29220,-10.9,
846 Liseicki,29240,-9.8,
846 Liseicki,29260,-8.8,
846 Liseicki,29280,-7.8,
846 Liseicki,29300,-7.0,
846 Liseicki,29320,-6.4,
846 Liseicki,29340,-6.0,
846 Liseicki,29360,-5.7,
846 Liseicki,29380,-5.6,
846 Liseicki,29400,-5.5,
846 Liseicki,29420,-5.4,
846 Liseicki,29440,-5.3,
846 Liseicki,29460,-5.0,
846 Liseicki,29480,-4.6,
846 Liseicki,29500,-4.0,
846 Liseicki,29520,-3.3,
846 Liseicki,29540,-2.4,
846 Liseicki,29560,-1.5,
846 Liseicki,29580,-0.6,
846 Liseicki,29600,0.3,
846 Liseicki,29620,1.2,
846 Liseicki,29640,1.9,
846 Liseicki,29660,2.6,
846 Liseicki,29680,3.1,
846 Liseicki,29700,3.4,
846 Liseicki,29720,3.7,
846 Liseicki,29740,3.8,
846 Liseicki,29760,3.8,
846 Liseicki,29780,3.7,
846 Liseicki,29800,3.6,
846 Liseicki,29820,3.4,
846 Liseicki,29840,3.3,
846 Liseicki,29860,3.1,
846 Liseicki,29880,3.0,
846 Liseicki,29900,2.9,
846 Liseicki,29920,2.7,
846 Liseicki,29940,2.6,
846 Liseicki,29960,2.4,
846 Liseicki,29980,2.2,
846 Liseicki,30000,2.0,
846 Liseicki,30020,1.8,
846 Liseicki,30040,1.6,
846 Liseicki,30060,1.4,
846 Liseicki,30080,1.3,
846 Liseicki,30100,1.3,
846 Liseicki,30120,1.4,
846 Liseicki,30140,1.6,
846 Liseicki,30160,1.9,
846 Liseicki,30180,2.1,
846 Liseicki,30200,2.3,
846 Liseicki,30220,2.4,
846 Liseicki,30240,2.5,
846 Liseicki,30260,2.3,
846 Liseicki,30280,2.1,
846 Liseicki,30300,1.8,
846 Liseicki,30320,1.4,
846 Liseicki,30340,1.1,
846 Liseicki,30360,0.8,
846 Liseicki,30380,0.7,
846 Liseicki,30400,0.7,
846 Liseicki,30420,0.8,
846 Liseicki,30440,1.1,
846 Liseicki,30460,1.5,
846 Liseicki,30480,2.0,
846 Liseicki,30500,2.4,
846 Liseicki,30520,2.8,
846 Liseicki,30540,3.0,
846 Liseicki,30560,3.2,
846 Liseicki,30580,3.2,
846 Liseicki,30600,3.0,
846 Liseicki,30620,2.8,
846 Liseicki,30640,2.4,
846 Liseicki,30660,2.0,
846 Liseicki,30680,1.6,
846 Liseicki,30700,1.2,
846 Liseicki,30720,0.8,
846 Liseicki,30740,0.4,
846 Liseicki,30760,0.0,
846 Liseicki,30780,-0.3,
846 Liseicki,30800,-0.7,
846 Liseicki,30820,-1.1,
846 Liseicki,30840,-1.5,
846 Liseicki,30860,-1.8,
846 Liseicki,30880,-2.0,
846 Liseicki,30900,-2.1,
846 Liseicki,30920,-2.0,
846 Liseicki,30940,-1.7,
846 Liseicki,30960,-1.3,
846 Liseicki,30980,-0.7,
846 Liseicki,31000,0.0,
846 Liseicki,31020,0.8,
846 Liseicki,31040,1.5,
846 Liseicki,31060,2.3,
846 Liseicki,31080,2.8,
846 Liseicki,31100,3.2,
846 Liseicki,31120,3.5,
846 Liseicki,31140,3.5,
846 Liseicki,31160,3.4,
846 Liseicki,31180,3.1,
846 Liseicki,31200,2.7,
846 Liseicki,31220,2.3,
846 Liseicki,31240,1.9,
846 Liseicki,31260,1.6,
846 Liseicki,31280,1.4,
846 Liseicki,31300,1.2,
846 Liseicki,31320,1.2,
846 Liseicki,31340,1.1,
846 Liseicki,31360,1.1,
846 Liseicki,31380,1.0,
846 Liseicki,31400,0.8,
846 Liseicki,31420,0.5,
846 Liseicki,31440,0.1,
846 Liseicki,31460,-0.4,
846 Liseicki,31480,-1.1,
846 Liseicki,31500,-1.9,
846 Liseicki,31520,-2.8,
846 Liseicki,31540,-3.7,
846 Liseicki,31560,-4.6,
846 Liseicki,31580,-5.4,
846 Liseicki,31600,-6.1,
846 Liseicki,31620,-6.8,
846 Liseicki,31640,-7.2,
846 Liseicki,31660,-7.6,
846 Liseicki,31680,-7.8,
846 Liseicki,31700,-7.8,
846 Liseicki,31720,-7.8,
846 Liseicki,31740,-7.6,
846 Liseicki,31760,-7.3,
846 Liseicki,31780,-7.0,
846 Liseicki,31800,-6.6,
846 Liseicki,31820,-6.2,
846 Liseicki,31840,-5.8,
846 Liseicki,31860,-5.3,
846 Liseicki,31880,-4.7,
846 Liseicki,31900,-4.2,
846 Liseicki,31920,-3.6,
846 Liseicki,31940,-3.0,
846 Liseicki,31960,-2.4,
846 Liseicki,31980,-1.8,
846 Liseicki,32000,-1.3,
846 Liseicki,32020,-0.8,
846 Liseicki,32040,-0.3,
846 Liseicki,32060,0.0,
846 Liseicki,32080,0.2,
846 Liseicki,32100,0.3,
846 Liseicki,32120,0.2,
846 Liseicki,32140,0.0,
846 Liseicki,32160,-0.3,
846 Liseicki,32180,-0.7,
846 Liseicki,32200,-1.3,
846 Liseicki,32220,-1.9,
846 Liseicki,32240,-2.7,
846 Liseicki,32260,-3.5,
846 Liseicki,32280,-4.3,
846 Liseicki,32300,-5.1,
846 Liseicki,32320,-5.8,
846 Liseicki,32340,-6.5,
846 Liseicki,32360,-7.1,
846 Liseicki,32380,-7.6,
846 Liseicki,32400,-8.0,
846 Liseicki,32420,-8.3,
846 Liseicki,32440,-8.5,
846 Liseicki,32460,-8.6,
846 Liseicki,32480,-8.7,
846 Liseicki,32500,-8.8,
846 Liseicki,32520,-9.0,
846 Liseicki,32540,-9.1,
846 Liseicki,32560,-9.4,
846 Liseicki,32580,-9.8,
846 Liseicki,32600,-10.3,
