site,age_smoothed_ka,sea_level_smoothed_m,
846 Liseicki,32620,-10.8,
846 Liseicki,32640,-11.5,
846 Liseicki,32660,-12.3,
846 Liseicki,32680,-13.1,
846 Liseicki,32700,-13.9,
846 Liseicki,32720,-14.7,
846 Liseicki,32740,-15.4,
846 Liseicki,32760,-16.0,
846 Liseicki,32780,-16.5,
846 Liseicki,32800,-16.7,
846 Liseicki,32820,-16.8,
846 Liseicki,32840,-16.7,
846 Liseicki,32860,-16.4,
846 Liseicki,32880,-16.0,
846 Liseicki,32900,-15.5,
846 Liseicki,32920,-14.9,
846 Liseicki,32940,-14.3,
846 Liseicki,32960,-13.7,
846 Liseicki,32980,-13.3,
846 Liseicki,33000,-13.0,
846 Liseicki,33020,-12.8,
846 Liseicki,33040,-12.9,
846 Liseicki,33060,-13.1,
846 Liseicki,33080,-13.6,
846 Liseicki,33100,-14.2,
846 Liseicki,33120,-15.0,
846 Liseicki,33140,-15.8,
846 Liseicki,33160,-16.7,
846 Liseicki,33180,-17.5,
846 Liseicki,33200,-18.3,
846 Liseicki,33220,-19.0,
846 Liseicki,33240,-19.6,
846 Liseicki,33260,-20.0,
846 Liseicki,33280,-20.3,
846 Liseicki,33300,-20.5,
846 Liseicki,33320,-20.6,
846 Liseicki,33340,-20.7,
846 Liseicki,33360,-20.8,
846 Liseicki,33380,-21.0,
846 Liseicki,33400,-21.1,
846 Liseicki,33420,-21.3,
846 Liseicki,33440,-21.4,
846 Liseicki,33460,-21.5,
846 Liseicki,33480,-21.3,
846 Liseicki,33500,-20.9,
846 Liseicki,33520,-20.1,
846 Liseicki,33540,-18.9,
846 Liseicki,33560,-17.2,
846 Liseicki,33580,-15.0,
846 Liseicki,33600,-12.3,
846 Liseicki,33620,-9.2,
846 Liseicki,33640,-5.8,
846 Liseicki,33660,-2.1,
846 Liseicki,33680,1.7,
846 Liseicki,33700,5.6,
846 Liseicki,33720,9.3,
846 Liseicki,33740,12.9,
846 Liseicki,33760,16.3,
846 Liseicki,33780,19.4,
846 Liseicki,33800,22.4,
846 Liseicki,33820,25.2,
846 Liseicki,33840,27.8,
846 Liseicki,33860,30.3,
846 Liseicki,33880,32.6,
846 Liseicki,33900,34.9,
846 Liseicki,33920,37.0,
846 Liseicki,33940,39.0,
846 Liseicki,33960,40.8,
846 Liseicki,33980,42.3,
846 Liseicki,34000,43.7,
846 Liseicki,34020,44.7,
846 Liseicki,34040,45.5,
846 Liseicki,34060,46.0,
846 Liseicki,34080,46.2,
846 Liseicki,34100,46.1,
846 Liseicki,34120,45.8,
846 Liseicki,34140,45.4,
846 Liseicki,34160,44.8,
846 Liseicki,34180,44.3,
846 Liseicki,34200,43.8,
846 Liseicki,34220,43.5,
846 Liseicki,34240,43.4,
846 Liseicki,34260,43.5,
846 Liseicki,34280,43.8,
846 Liseicki,34300,44.3,
846 Liseicki,34320,44.9,
846 Liseicki,34340,45.6,
846 Liseicki,34360,46.2,
846 Liseicki,34380,46.8,
846 Liseicki,34400,47.2,
846 Liseicki,34420,47.5,
846 Liseicki,34440,47.7,
846 Liseicki,34460,47.7,
846 Liseicki,34480,47.6,
846 Liseicki,34500,47.3,
846 Liseicki,34520,46.9,
846 Liseicki,34540,46.4,
846 Liseicki,34560,45.7,
846 Liseicki,34580,44.9,
846 Liseicki,34600,44.2,
846 Liseicki,34620,43.4,
846 Liseicki,34640,42.7,
846 Liseicki,34660,42.1,
846 Liseicki,34680,41.7,
846 Liseicki,34700,41.4,
846 Liseicki,34720,41.4,
846 Liseicki,34740,41.5,
846 Liseicki,34760,41.8,
846 Liseicki,34780,42.2,
846 Liseicki,34800,42.6,
846 Liseicki,34820,43.1,
846 Liseicki,34840,43.7,
846 Liseicki,34860,44.1,
846 Liseicki,34880,44.6,
846 Liseicki,34900,44.9,
846 Liseicki,34920,45.2,
846 Liseicki,34940,45.3,
846 Liseicki,34960,45.4,
846 Liseicki,34980,45.4,
846 Liseicki,35000,45.4,
846 Liseicki,35020,45.4,
846 Liseicki,35040,45.3,
846 Liseicki,35060,45.2,
846 Liseicki,35080,45.2,
846 Liseicki,35100,45.1,
846 Liseicki,35120,45.1,
846 Liseicki,35140,45.1,
846 Liseicki,35160,45.1,
846 Liseicki,35180,45.1,
846 Liseicki,35200,45.1,
846 Liseicki,35220,45.0,
846 Liseicki,35240,45.0,
846 Liseicki,35260,44.9,
846 Liseicki,35280,44.8,
846 Liseicki,35300,44.6,
846 Liseicki,35320,44.4,
846 Liseicki,35340,44.2,
846 Liseicki,35360,43.9,
846 Liseicki,35380,43.6,
846 Liseicki,35400,43.2,
846 Liseicki,35420,42.7,
846 Liseicki,35440,42.1,
846 Liseicki,35460,41.5,
846 Liseicki,35480,40.8,
846 Liseicki,35500,40.1,
846 Liseicki,35520,39.4,
846 Liseicki,35540,38.7,
846 Liseicki,35560,37.9,
846 Liseicki,35580,37.2,
846 Liseicki,35600,36.5,
846 Liseicki,35620,35.8,
846 Liseicki,35640,35.1,
846 Liseicki,35660,34.4,
846 Liseicki,35680,33.8,
846 Liseicki,35700,33.2,
846 Liseicki,35720,32.7,
846 Liseicki,35740,32.2,
846 Liseicki,35760,31.8,
846 Liseicki,35780,31.5,
846 Liseicki,35800,31.4,
846 Liseicki,35820,31.3,
846 Liseicki,35840,31.5,
846 Liseicki,35860,31.8,
846 Liseicki,35880,32.2,
846 Liseicki,35900,32.7,
846 Liseicki,35920,33.3,
846 Liseicki,35940,33.9,
846 Liseicki,35960,34.5,
846 Liseicki,35980,35.1,
846 Liseicki,36000,35.5,
846 Liseicki,36020,35.8,
846 Liseicki,36040,35.8,
846 Liseicki,36060,35.7,
846 Liseicki,36080,35.4,
846 Liseicki,36100,34.9,
846 Liseicki,36120,34.2,
846 Liseicki,36140,33.4,
846 Liseicki,36160,32.6,
846 Liseicki,36180,31.7,
846 Liseicki,36200,30.7,
846 Liseicki,36220,29.8,
846 Liseicki,36240,29.0,
846 Liseicki,36260,28.1,
846 Liseicki,36280,27.4,
846 Liseicki,36300,26.7,
846 Liseicki,36320,26.0,
846 Liseicki,36340,25.5,
846 Liseicki,36360,25.0,
846 Liseicki,36380,24.6,
846 Liseicki,36400,24.2,
846 Liseicki,36420,23.9,
846 Liseicki,36440,23.6,
846 Liseicki,36460,23.4,
846 Liseicki,36480,23.2,
846 Liseicki,36500,23.1,
846 Liseicki,36520,22.9,
846 Liseicki,36540,22.9,
846 Liseicki,36560,22.8,
846 Liseicki,36580,22.7,
846 Liseicki,36600,22.6,
846 Liseicki,36620,22.6,
846 Liseicki,36640,22.5,
846 Liseicki,36660,22.4,
846 Liseicki,36680,22.4,
846 Liseicki,36700,22.3,
846 Liseicki,36720,22.3,
846 Liseicki,36740,22.2,
846 Liseicki,36760,22.2,
846 Liseicki,36780,22.2,
846 Liseicki,36800,22.2,
846 Liseicki,36820,22.1,
846 Liseicki,36840,22.1,
846 Liseicki,36860,22.1,
846 Liseicki,36880,22.1,
846 Liseicki,36900,22.1,
846 Liseicki,36920,22.1,
846 Liseicki,36940,22.1,
846 Liseicki,36960,22.0,
846 Liseicki,36980,22.0,
846 Liseicki,37000,21.9,
846 Liseicki,37020,21.9,
846 Liseicki,37040,21.9,
846 Liseicki,37060,22.1,
846 Liseicki,37080,22.3,
846 Liseicki,37100,22.6,
846 Liseicki,37120,23.0,
846 Liseicki,37140,23.5,
846 Liseicki,37160,24.1,
846 Liseicki,37180,24.7,
846 Liseicki,37200,25.3,
846 Liseicki,37220,25.9,
846 Liseicki,37240,26.4,
846 Liseicki,37260,26.7,
846 Liseicki,37280,26.9,
846 Liseicki,37300,26.9,
846 Liseicki,37320,26.7,
846 Liseicki,37340,26.5,
846 Liseicki,37360,26.2,
846 Liseicki,37380,25.9,
846 Liseicki,37400,25.6,
846 Liseicki,37420,25.4,
846 Liseicki,37440,25.4,
846 Liseicki,37460,25.5,
846 Liseicki,37480,25.7,
846 Liseicki,37500,26.0,
846 Liseicki,37520,26.5,
846 Liseicki,37540,26.9,
846 Liseicki,37560,27.4,
846 Liseicki,37580,27.8,
846 Liseicki,37600,28.0,
846 Liseicki,37620,28.2,
846 Liseicki,37640,28.3,
846 Liseicki,37660,28.2,
846 Liseicki,37680,28.1,
846 Liseicki,37700,27.9,
846 Liseicki,37720,27.6,
846 Liseicki,37740,27.3,
846 Liseicki,37760,27.0,
846 Liseicki,37780,26.7,
846 Liseicki,37800,26.3,
846 Liseicki,37820,25.9,
846 Liseicki,37840,25.5,
846 Liseicki,37860,25.0,
846 Liseicki,37880,24.4,
846 Liseicki,37900,23.8,
846 Liseicki,37920,23.1,
846 Liseicki,37940,22.4,
846 Liseicki,37960,21.7,
846 Liseicki,37980,21.1,
846 Liseicki,38000,20.6,
846 Liseicki,38020,20.4,
846 Liseicki,38040,20.4,
846 Liseicki,38060,20.7,
846 Liseicki,38080,21.3,
846 Liseicki,38100,22.3,
846 Liseicki,38120,23.5,
846 Liseicki,38140,24.9,
846 Liseicki,38160,26.3,
846 Liseicki,38180,27.9,
846 Liseicki,38200,29.3,
846 Liseicki,38220,30.6,
846 Liseicki,38240,31.8,
846 Liseicki,38260,32.7,
846 Liseicki,38280,33.4,
846 Liseicki,38300,33.8,
846 Liseicki,38320,34.0,
846 Liseicki,38340,34.0,
846 Liseicki,38360,33.7,
846 Liseicki,38380,33.3,
846 Liseicki,38400,32.7,
846 Liseicki,38420,32.0,
846 Liseicki,38440,31.4,
846 Liseicki,38460,30.8,
846 Liseicki,38480,30.3,
846 Liseicki,38500,30.1,
846 Liseicki,38520,30.0,
846 Liseicki,38540,30.2,
846 Liseicki,38560,30.6,
846 Liseicki,38580,31.1,
846 Liseicki,38600,31.7,
846 Liseicki,38620,32.3,
846 Liseicki,38640,32.8,
846 Liseicki,38660,33.3,
846 Liseicki,38680,33.7,
846 Liseicki,38700,34.0,
846 Liseicki,38720,34.2,
846 Liseicki,38740,34.4,
846 Liseicki,38760,34.5,
846 Liseicki,38780,34.6,
846 Liseicki,38800,34.7,
846 Liseicki,38820,34.8,
846 Liseicki,38840,34.9,
846 Liseicki,38860,35.0,
846 Liseicki,38880,35.0,
846 Liseicki,38900,35.0,
846 Liseicki,38920,34.9,
846 Liseicki,38940,34.6,
846 Liseicki,38960,34.3,
846 Liseicki,38980,34.0,
846 Liseicki,39000,33.6,
846 Liseicki,39020,33.2,
846 Liseicki,39040,32.8,
846 Liseicki,39060,32.5,
846 Liseicki,39080,32.2,
846 Liseicki,39100,32.1,
846 Liseicki,39120,32.1,
846 Liseicki,39140,32.3,
846 Liseicki,39160,32.6,
846 Liseicki,39180,33.1,
846 Liseicki,39200,33.6,
846 Liseicki,39220,34.2,
846 Liseicki,39240,35.0,
846 Liseicki,39260,35.7,
846 Liseicki,39280,36.5,
846 Liseicki,39300,37.2,
846 Liseicki,39320,37.9,
846 Liseicki,39340,38.6,
846 Liseicki,39360,39.2,
846 Liseicki,39380,39.7,
846 Liseicki,39400,40.1,
846 Liseicki,39420,40.4,
846 Liseicki,39440,40.5,
846 Liseicki,39460,40.5,
846 Liseicki,39480,40.3,
846 Liseicki,39500,40.0,
846 Liseicki,39520,39.6,
846 Liseicki,39540,39.2,
846 Liseicki,39560,38.7,
846 Liseicki,39580,38.2,
846 Liseicki,39600,37.8,
846 Liseicki,39620,37.5,
846 Liseicki,39640,37.4,
846 Liseicki,39660,37.5,
846 Liseicki,39680,37.9,
846 Liseicki,39700,38.5,
846 Liseicki,39720,39.5,
846 Liseicki,39740,40.7,
846 Liseicki,39760,42.2,
846 Liseicki,39780,43.9,
846 Liseicki,39800,45.6,
846 Liseicki,39820,47.4,
846 Liseicki,39840,49.2,
846 Liseicki,39860,50.8,
846 Liseicki,39880,52.2,
846 Liseicki,39900,53.4,
846 Liseicki,39920,54.4,
846 Liseicki,39940,55.1,
846 Liseicki,39960,55.7,
846 Liseicki,39980,56.1,
846 Liseicki,40000,56.4,
846 Liseicki,40020,56.6,
846 Liseicki,40040,56.7,
846 Liseicki,40060,56.7,
846 Liseicki,40080,56.7,
846 Liseicki,40100,56.7,
846 Liseicki,40120,56.6,
846 Liseicki,40140,56.5,
846 Liseicki,40160,56.4,
846 Liseicki,40180,56.3,
846 Liseicki,40200,56.2,
846 Liseicki,40220,56.0,
846 Liseicki,40240,55.8,
846 Liseicki,40260,55.6,
846 Liseicki,40280,55.3,
846 Liseicki,40300,54.8,
846 Liseicki,40320,54.2,
846 Liseicki,40340,53.4,
846 Liseicki,40360,52.3,
846 Liseicki,40380,51.0,
846 Liseicki,40400,49.3,
846 Liseicki,40420,47.4,
846 Liseicki,40440,45.1,
846 Liseicki,40460,42.6,
846 Liseicki,40480,39.8,
846 Liseicki,40500,37.0,
846 Liseicki,40520,34.1,
846 Liseicki,40540,31.3,
846 Liseicki,40560,28.6,
846 Liseicki,40580,26.1,
846 Liseicki,40600,23.9,
846 Liseicki,40620,21.9,
846 Liseicki,40640,20.1,
846 Liseicki,40660,18.6,
846 Liseicki,40680,17.3,
846 Liseicki,40700,16.2,
846 Liseicki,40720,15.4,
846 Liseicki,40740,14.9,
846 Liseicki,40760,14.6,
846 Liseicki,40780,14.6,
846 Liseicki,40800,14.8,
846 Liseicki,40820,15.2,
846 Liseicki,40840,15.8,
846 Liseicki,40860,16.6,
846 Liseicki,40880,17.4,
846 Liseicki,40900,18.3,
846 Liseicki,40920,19.0,
846 Liseicki,40940,19.7,
846 Liseicki,40960,20.2,
846 Liseicki,40980,20.7,
846 Liseicki,41000,21.0,
846 Liseicki,41020,21.2,
846 Liseicki,41040,21.4,
846 Liseicki,41060,21.5,
846 Liseicki,41080,21.7,
846 Liseicki,41100,21.9,
846 Liseicki,41120,22.2,
846 Liseicki,41140,22.6,
846 Liseicki,41160,23.0,
846 Liseicki,41180,23.5,
846 Liseicki,41200,24.0,
846 Liseicki,41220,24.5,
846 Liseicki,41240,24.9,
846 Liseicki,41260,25.2,
846 Liseicki,41280,25.5,
846 Liseicki,41300,25.7,
846 Liseicki,41320,25.8,
846 Liseicki,41340,25.8,
846 Liseicki,41360,25.8,
846 Liseicki,41380,25.7,
846 Liseicki,41400,25.7,
846 Liseicki,41420,25.8,
846 Liseicki,41440,26.0,
846 Liseicki,41460,26.2,
846 Liseicki,41480,26.5,
846 Liseicki,41500,26.9,
846 Liseicki,41520,27.3,
846 Liseicki,41540,27.8,
846 Liseicki,41560,28.3,
846 Liseicki,41580,28.8,
846 Liseicki,41600,29.3,
846 Liseicki,41620,29.9,
846 Liseicki,41640,30.4,
846 Liseicki,41660,30.9,
846 Liseicki,41680,31.3,
846 Liseicki,41700,31.8,
846 Liseicki,41720,32.2,
846 Liseicki,41740,32.6,
846 Liseicki,41760,32.9,
846 Liseicki,41780,33.2,
846 Liseicki,41800,33.5,
846 Liseicki,41820,33.7,
846 Liseicki,41840,33.8,
846 Liseicki,41860,33.9,
846 Liseicki,41880,34.0,
846 Liseicki,41900,34.0,
846 Liseicki,41920,33.9,
846 Liseicki,41940,33.8,
846 Liseicki,41960,33.6,
846 Liseicki,41980,33.4,
846 Liseicki,42000,33.2,
846 Liseicki,42020,33.1,
846 Liseicki,42040,33.0,
846 Liseicki,42060,33.0,
846 Liseicki,42080,33.2,
846 Liseicki,42100,33.5,
846 Liseicki,42120,33.9,
846 Liseicki,42140,34.4,
846 Liseicki,42160,34.9,
846 Liseicki,42180,35.5,
846 Liseicki,42200,36.0,
846 Liseicki,42220,36.4,
846 Liseicki,42240,36.6,
846 Liseicki,42260,36.8,
846 Liseicki,42280,36.8,
846 Liseicki,42300,36.8,
846 Liseicki,42320,36.7,
846 Liseicki,42340,36.5,
846 Liseicki,42360,36.4,
846 Liseicki,42380,36.4,
846 Liseicki,42400,36.4,
846 Liseicki,42420,36.6,
846 Liseicki,42440,36.8,
846 Liseicki,42460,37.1,
846 Liseicki,42480,37.4,
846 Liseicki,42500,37.6,
846 Liseicki,42520,37.8,
846 Liseicki,42540,37.9,
846 Liseicki,42560,37.9,
846 Liseicki,42580,37.7,
846 Liseicki,42600,37.3,
846 Liseicki,42620,36.7,
846 Liseicki,42640,36.0,
846 Liseicki,42660,35.1,
846 Liseicki,42680,34.0,
846 Liseicki,42700,32.8,
846 Liseicki,42720,31.5,
846 Liseicki,42740,30.1,
846 Liseicki,42760,28.8,
846 Liseicki,42780,27.6,
846 Liseicki,42800,26.5,
846 Liseicki,42820,25.7,
846 Liseicki,42840,25.1,
846 Liseicki,42860,24.9,
846 Liseicki,42880,24.9,
846 Liseicki,42900,25.3,
846 Liseicki,42920,26.0,
846 Liseicki,42940,26.8,
846 Liseicki,42960,27.8,
846 Liseicki,42980,28.8,
846 Liseicki,43000,29.8,
846 Liseicki,43020,30.6,
846 Liseicki,43040,31.4,
846 Liseicki,43060,32.0,
846 Liseicki,43080,32.5,
846 Liseicki,43100,32.8,
846 Liseicki,43120,33.0,
846 Liseicki,43140,33.1,
846 Liseicki,43160,33.1,
846 Liseicki,43180,33.0,
846 Liseicki,43200,32.8,
846 Liseicki,43220,32.7,
846 Liseicki,43240,32.4,
846 Liseicki,43260,32.2,
846 Liseicki,43280,31.9,
846 Liseicki,43300,31.6,
846 Liseicki,43320,31.4,
846 Liseicki,43340,31.1,
846 Liseicki,43360,30.8,
846 Liseicki,43380,30.6,
846 Liseicki,43400,30.3,
846 Liseicki,43420,30.0,
846 Liseicki,43440,29.6,
846 Liseicki,43460,29.2,
846 Liseicki,43480,28.8,
846 Liseicki,43500,28.4,
846 Liseicki,43520,28.0,
846 Liseicki,43540,27.8,
846 Liseicki,43560,27.7,
846 Liseicki,43580,27.7,
846 Liseicki,43600,27.9,
846 Liseicki,43620,28.2,
846 Liseicki,43640,28.6,
846 Liseicki,43660,29.1,
846 Liseicki,43680,29.7,
846 Liseicki,43700,30.3,
846 Liseicki,43720,30.9,
846 Liseicki,43740,31.5,
846 Liseicki,43760,32.1,
846 Liseicki,43780,32.7,
846 Liseicki,43800,33.3,
846 Liseicki,43820,33.9,
846 Liseicki,43840,34.4,
846 Liseicki,43860,35.0,
846 Liseicki,43880,35.5,
846 Liseicki,43900,35.9,
846 Liseicki,43920,36.3,
846 Liseicki,43940,36.5,
846 Liseicki,43960,36.7,
846 Liseicki,43980,36.8,
846 Liseicki,44000,36.7,
846 Liseicki,44020,36.5,
846 Liseicki,44040,36.2,
846 Liseicki,44060,35.8,
846 Liseicki,44080,35.3,
846 Liseicki,44100,34.7,
846 Liseicki,44120,34.1,
846 Liseicki,44140,33.4,
846 Liseicki,44160,32.8,
846 Liseicki,44180,32.2,
846 Liseicki,44200,31.6,
846 Liseicki,44220,31.0,
846 Liseicki,44240,30.4,
846 Liseicki,44260,29.9,
846 Liseicki,44280,29.5,
846 Liseicki,44300,29.1,
846 Liseicki,44320,28.8,
846 Liseicki,44340,28.7,
846 Liseicki,44360,28.7,
846 Liseicki,44380,28.9,
846 Liseicki,44400,29.2,
846 Liseicki,44420,29.7,
846 Liseicki,44440,30.3,
846 Liseicki,44460,31.0,
846 Liseicki,44480,31.8,
846 Liseicki,44500,32.6,
846 Liseicki,44520,33.4,
846 Liseicki,44540,34.1,
846 Liseicki,44560,34.7,
846 Liseicki,44580,35.2,
846 Liseicki,44600,35.5,
846 Liseicki,44620,35.8,
846 Liseicki,44640,35.9,
846 Liseicki,44660,35.9,
846 Liseicki,44680,35.8,
846 Liseicki,44700,35.6,
846 Liseicki,44720,35.4,
846 Liseicki,44740,35.1,
846 Liseicki,44760,34.9,
846 Liseicki,44780,34.7,
846 Liseicki,44800,34.5,
846 Liseicki,44820,34.4,
846 Liseicki,44840,34.3,
846 Liseicki,44860,34.3,
846 Liseicki,44880,34.4,
846 Liseicki,44900,34.5,
846 Liseicki,44920,34.6,
846 Liseicki,44940,34.8,
846 Liseicki,44960,35.0,
846 Liseicki,44980,35.2,
846 Liseicki,45000,35.5,
846 Liseicki,45020,35.9,
846 Liseicki,45040,36.3,
846 Liseicki,45060,36.7,
846 Liseicki,45080,37.2,
846 Liseicki,45100,37.6,
846 Liseicki,45120,38.0,
846 Liseicki,45140,38.3,
846 Liseicki,45160,38.4,
846 Liseicki,45180,38.3,
846 Liseicki,45200,37.9,
846 Liseicki,45220,37.3,
846 Liseicki,45240,36.4,
846 Liseicki,45260,35.2,
846 Liseicki,45280,33.9,
846 Liseicki,45300,32.6,
846 Liseicki,45320,31.2,
846 Liseicki,45340,29.9,
846 Liseicki,45360,28.8,
846 Liseicki,45380,27.8,
846 Liseicki,45400,27.2,
846 Liseicki,45420,26.8,
846 Liseicki,45440,26.6,
846 Liseicki,45460,26.6,
846 Liseicki,45480,26.9,
846 Liseicki,45500,27.2,
846 Liseicki,45520,27.7,
846 Liseicki,45540,28.3,
846 Liseicki,45560,28.8,
846 Liseicki,45580,29.4,
846 Liseicki,45600,30.0,
846 Liseicki,45620,30.6,
846 Liseicki,45640,31.2,
846 Liseicki,45660,31.7,
846 Liseicki,45680,32.1,
846 Liseicki,45700,32.5,
846 Liseicki,45720,32.9,
846 Liseicki,45740,33.2,
846 Liseicki,45760,33.5,
846 Liseicki,45780,33.7,
846 Liseicki,45800,33.9,
846 Liseicki,45820,34.2,
846 Liseicki,45840,34.3,
846 Liseicki,45860,34.5,
846 Liseicki,45880,34.7,
846 Liseicki,45900,34.8,
846 Liseicki,45920,34.8,
846 Liseicki,45940,34.8,
846 Liseicki,45960,34.7,
846 Liseicki,45980,34.6,
846 Liseicki,46000,34.4,
846 Liseicki,46020,34.2,
846 Liseicki,46040,33.9,
846 Liseicki,46060,33.8,
846 Liseicki,46080,33.6,
846 Liseicki,46100,33.6,
846 Liseicki,46120,33.7,
846 Liseicki,46140,33.8,
846 Liseicki,46160,34.1,
846 Liseicki,46180,34.4,
846 Liseicki,46200,34.8,
846 Liseicki,46220,35.3,
846 Liseicki,46240,35.7,
846 Liseicki,46260,36.2,
846 Liseicki,46280,36.6,
846 Liseicki,46300,37.0,
846 Liseicki,46320,37.4,
846 Liseicki,46340,37.6,
846 Liseicki,46360,37.8,
846 Liseicki,46380,38.0,
846 Liseicki,46400,38.1,
846 Liseicki,46420,38.1,
846 Liseicki,46440,38.0,
846 Liseicki,46460,38.0,
846 Liseicki,46480,37.9,
846 Liseicki,46500,37.8,
846 Liseicki,46520,37.8,
846 Liseicki,46540,37.8,
846 Liseicki,46560,37.9,
846 Liseicki,46580,38.1,
846 Liseicki,46600,38.4,
846 Liseicki,46620,38.8,
846 Liseicki,46640,39.1,
846 Liseicki,46660,39.4,
846 Liseicki,46680,39.5,
846 Liseicki,46700,39.5,
846 Liseicki,46720,39.2,
846 Liseicki,46740,38.7,
846 Liseicki,46760,38.0,
846 Liseicki,46780,37.0,
846 Liseicki,46800,36.0,
846 Liseicki,46820,34.9,
846 Liseicki,46840,33.9,
846 Liseicki,46860,33.1,
846 Liseicki,46880,32.6,
1338 Drury,46900,32.4,
1338 Drury,46920,32.5,
1338 Drury,46940,33.0,
1338 Drury,46960,33.8,
1338 Drury,46980,35.0,
1338 Drury,47000,36.3,
1338 Drury,47020,37.9,
1338 Drury,47040,39.5,
1338 Drury,47060,41.2,
1338 Drury,47080,42.9,
1338 Drury,47100,44.4,
1338 Drury,47120,45.8,
1338 Drury,47140,47.0,
1338 Drury,47160,47.9,
1338 Drury,47180,48.5,
1338 Drury,47200,48.7,
1338 Drury,47220,48.6,
1338 Drury,47240,48.2,
1338 Drury,47260,47.5,
1338 Drury,47280,46.5,
1338 Drury,47300,45.3,
1338 Drury,47320,44.0,
1338 Drury,47340,42.8,
1338 Drury,47360,41.6,
1338 Drury,47380,40.5,
1338 Drury,47400,39.7,
1338 Drury,47420,39.1,
1338 Drury,47440,38.7,
1338 Drury,47460,38.6,
1338 Drury,47480,38.7,
1338 Drury,47500,38.9,
1338 Drury,47520,39.2,
1338 Drury,47540,39.5,
1338 Drury,47560,39.8,
1338 Drury,47580,40.1,
1338 Drury,47600,40.3,
1338 Drury,47620,40.4,
1338 Drury,47640,40.4,
1338 Drury,47660,40.4,
1338 Drury,47680,40.5,
1338 Drury,47700,40.5,
1338 Drury,47720,40.6,
1338 Drury,47740,40.7,
1338 Drury,47760,41.0,
1338 Drury,47780,41.3,
1338 Drury,47800,41.8,
1338 Drury,47820,42.4,
1338 Drury,47840,43.1,
1338 Drury,47860,43.9,
1338 Drury,47880,44.8,
1338 Drury,47900,45.9,
1338 Drury,47920,47.0,
1338 Drury,47940,48.1,
1338 Drury,47960,49.3,
1338 Drury,47980,50.5,
1338 Drury,48000,51.6,
1338 Drury,48020,52.7,
1338 Drury,48040,53.6,
1338 Drury,48060,54.5,
1338 Drury,48080,55.3,
