site,age_smoothed_ka,sea_level_smoothed_m,
1338 Drury,48100,56.0,
1338 Drury,48120,56.7,
1338 Drury,48140,57.4,
1338 Drury,48160,58.2,
1338 Drury,48180,59.2,
1338 Drury,48200,60.2,
1338 Drury,48220,61.3,
1338 Drury,48240,62.5,
1338 Drury,48260,63.8,
1338 Drury,48280,64.9,
1338 Drury,48300,66.0,
1338 Drury,48320,66.9,
1338 Drury,48340,67.6,
1338 Drury,48360,68.0,
1338 Drury,48380,68.3,
1338 Drury,48400,68.3,
1338 Drury,48420,68.2,
1338 Drury,48440,68.0,
1338 Drury,48460,67.8,
1338 Drury,48480,67.7,
1338 Drury,48500,67.5,
1338 Drury,48520,67.5,
1338 Drury,48540,67.4,
1338 Drury,48560,67.4,
1338 Drury,48580,67.4,
1338 Drury,48600,67.4,
1338 Drury,48620,67.2,
1338 Drury,48640,67.0,
1338 Drury,48660,66.7,
1338 Drury,48680,66.2,
1338 Drury,48700,65.7,
1338 Drury,48720,65.2,
1338 Drury,48740,64.5,
1338 Drury,48760,63.8,
1338 Drury,48780,63.0,
1338 Drury,48800,62.1,
1338 Drury,48820,61.1,
1338 Drury,48840,59.9,
1338 Drury,48860,58.6,
1338 Drury,48880,57.3,
1338 Drury,48900,55.9,
1338 Drury,48920,54.5,
1338 Drury,48940,53.1,
1338 Drury,48960,51.9,
1338 Drury,48980,50.8,
1338 Drury,49000,49.9,
1338 Drury,49020,49.2,
1338 Drury,49040,48.7,
1338 Drury,49060,48.5,
1338 Drury,49080,48.6,
1338 Drury,49100,48.9,
1338 Drury,49120,49.6,
1338 Drury,49140,50.5,
1338 Drury,49160,51.8,
1338 Drury,49180,53.2,
1338 Drury,49200,54.8,
1338 Drury,49220,56.5,
1338 Drury,49240,58.2,
1338 Drury,49260,59.8,
1338 Drury,49280,61.3,
1338 Drury,49300,62.6,
1338 Drury,49320,63.8,
1338 Drury,49340,64.9,
1338 Drury,49360,66.0,
1338 Drury,49380,67.0,
1338 Drury,49400,68.0,
1338 Drury,49420,69.0,
1338 Drury,49440,70.0,
1338 Drury,49460,71.0,
1338 Drury,49480,72.0,
1338 Drury,49500,73.0,
1338 Drury,49520,73.9,
1338 Drury,49540,74.7,
1338 Drury,49560,75.4,
1338 Drury,49580,76.0,
1338 Drury,49600,76.5,
1338 Drury,49620,76.9,
1338 Drury,49640,77.2,
1338 Drury,49660,77.3,
1338 Drury,49680,77.3,
1338 Drury,49700,77.1,
1338 Drury,49720,76.7,
1338 Drury,49740,76.0,
1338 Drury,49760,75.1,
1338 Drury,49780,74.0,
1338 Drury,49800,72.7,
1338 Drury,49820,71.3,
1338 Drury,49840,69.9,
1338 Drury,49860,68.4,
1338 Drury,49880,66.9,
1338 Drury,49900,65.5,
1338 Drury,49920,64.1,
1338 Drury,49940,62.8,
1338 Drury,49960,61.5,
1338 Drury,49980,60.3,
1338 Drury,50000,59.1,
1338 Drury,50020,58.0,
1338 Drury,50040,56.9,
1338 Drury,50060,55.8,
1338 Drury,50080,54.7,
1338 Drury,50100,53.6,
1338 Drury,50120,52.5,
1338 Drury,50140,51.4,
1338 Drury,50160,50.2,
1338 Drury,50180,49.1,
1338 Drury,50200,48.0,
1338 Drury,50220,47.0,
1338 Drury,50240,46.1,
1338 Drury,50260,45.2,
1338 Drury,50280,44.4,
1338 Drury,50300,43.7,
1338 Drury,50320,43.2,
1338 Drury,50340,42.7,
1338 Drury,50360,42.3,
1338 Drury,50380,42.0,
1338 Drury,50400,41.8,
1338 Drury,50420,41.6,
1338 Drury,50440,41.4,
1338 Drury,50460,41.2,
1338 Drury,50480,41.1,
1338 Drury,50500,40.9,
1338 Drury,50520,40.8,
1338 Drury,50540,40.6,
1338 Drury,50560,40.4,
1338 Drury,50580,40.2,
1338 Drury,50600,40.0,
1338 Drury,50620,39.8,
1338 Drury,50640,39.6,
1338 Drury,50660,39.6,
1338 Drury,50680,39.7,
1338 Drury,50700,39.9,
1338 Drury,50720,40.3,
1338 Drury,50740,40.9,
1338 Drury,50760,41.7,
1338 Drury,50780,42.7,
1338 Drury,50800,43.9,
1338 Drury,50820,45.1,
1338 Drury,50840,46.4,
1338 Drury,50860,47.7,
1338 Drury,50880,49.0,
1338 Drury,50900,50.2,
1338 Drury,50920,51.2,
1338 Drury,50940,51.9,
1338 Drury,50960,52.4,
1338 Drury,50980,52.6,
1338 Drury,51000,52.6,
1338 Drury,51020,52.4,
1338 Drury,51040,52.0,
1338 Drury,51060,51.7,
1338 Drury,51080,51.5,
1338 Drury,51100,51.6,
1338 Drury,51120,52.0,
1338 Drury,51140,52.8,
1338 Drury,51160,54.0,
1338 Drury,51180,55.6,
1338 Drury,51200,57.4,
1338 Drury,51220,59.4,
1338 Drury,51240,61.4,
1338 Drury,51260,63.2,
1338 Drury,51280,64.9,
1338 Drury,51300,66.3,
1338 Drury,51320,67.4,
1338 Drury,51340,68.1,
1338 Drury,51360,68.4,
1338 Drury,51380,68.4,
1338 Drury,51400,68.1,
1338 Drury,51420,67.5,
1338 Drury,51440,66.7,
1338 Drury,51460,65.7,
1338 Drury,51480,64.7,
1338 Drury,51500,63.8,
1338 Drury,51520,63.0,
1338 Drury,51540,62.4,
1338 Drury,51560,62.0,
1338 Drury,51580,61.8,
1338 Drury,51600,61.8,
1338 Drury,51620,61.9,
1338 Drury,51640,62.1,
1338 Drury,51660,62.3,
1338 Drury,51680,62.4,
1338 Drury,51700,62.3,
1338 Drury,51720,62.1,
1338 Drury,51740,61.6,
1338 Drury,51760,60.9,
1338 Drury,51780,60.0,
1338 Drury,51800,59.0,
1338 Drury,51820,57.7,
1338 Drury,51840,56.4,
1338 Drury,51860,55.0,
1338 Drury,51880,53.6,
1338 Drury,51900,52.1,
1338 Drury,51920,50.6,
1338 Drury,51940,49.1,
1338 Drury,51960,47.7,
1338 Drury,51980,46.4,
1338 Drury,52000,45.2,
1338 Drury,52020,44.2,
1338 Drury,52040,43.4,
1338 Drury,52060,42.9,
1338 Drury,52080,42.5,
1338 Drury,52100,42.3,
1338 Drury,52120,42.3,
1338 Drury,52140,42.4,
1338 Drury,52160,42.7,
1338 Drury,52180,43.0,
1338 Drury,52200,43.3,
1338 Drury,52220,43.7,
1338 Drury,52240,44.0,
1338 Drury,52260,44.4,
1338 Drury,52280,44.8,
1338 Drury,52300,45.0,
1338 Drury,52320,45.2,
1338 Drury,52340,45.3,
1338 Drury,52360,45.2,
1338 Drury,52380,44.9,
1338 Drury,52400,44.4,
1338 Drury,52420,43.7,
1338 Drury,52440,42.6,
1338 Drury,52460,41.4,
1338 Drury,52480,39.9,
1338 Drury,52500,38.3,
1338 Drury,52520,36.6,
1338 Drury,52540,34.8,
1338 Drury,52560,33.0,
1338 Drury,52580,31.3,
1338 Drury,52600,29.6,
1338 Drury,52620,28.1,
1338 Drury,52640,26.8,
1338 Drury,52660,25.6,
1338 Drury,52680,24.5,
1338 Drury,52700,23.6,
1338 Drury,52720,22.9,
1338 Drury,52740,22.5,
1338 Drury,52760,22.5,
1338 Drury,52780,22.9,
1338 Drury,52800,23.8,
1338 Drury,52820,25.2,
1338 Drury,52840,27.2,
1338 Drury,52860,29.8,
1338 Drury,52880,32.9,
1338 Drury,52900,36.3,
1338 Drury,52920,39.9,
1338 Drury,52940,43.6,
1338 Drury,52960,47.2,
1338 Drury,52980,50.6,
1338 Drury,53000,53.7,
1338 Drury,53020,56.5,
1338 Drury,53040,58.9,
1338 Drury,53060,60.9,
1338 Drury,53080,62.5,
1338 Drury,53100,63.8,
1338 Drury,53120,64.8,
1338 Drury,53140,65.5,
1338 Drury,53160,66.0,
1338 Drury,53180,66.2,
1338 Drury,53200,66.3,
1338 Drury,53220,66.2,
1338 Drury,53240,65.9,
1338 Drury,53260,65.5,
1338 Drury,53280,64.9,
1338 Drury,53300,64.2,
1338 Drury,53320,63.2,
1338 Drury,53340,62.1,
1338 Drury,53360,60.8,
1338 Drury,53380,59.3,
1338 Drury,53400,57.7,
1338 Drury,53420,56.0,
1338 Drury,53440,54.3,
1338 Drury,53460,52.6,
1338 Drury,53480,50.9,
1338 Drury,53500,49.3,
1338 Drury,53520,47.7,
1338 Drury,53540,46.1,
1338 Drury,53560,44.5,
1338 Drury,53580,43.0,
1338 Drury,53600,41.5,
1338 Drury,53620,40.1,
1338 Drury,53640,38.9,
1338 Drury,53660,37.8,
1338 Drury,53680,36.9,
1338 Drury,53700,36.3,
1338 Drury,53720,35.9,
1338 Drury,53740,35.8,
1338 Drury,53760,35.8,
1338 Drury,53780,36.0,
1338 Drury,53800,36.3,
1338 Drury,53820,36.6,
1338 Drury,53840,36.9,
1338 Drury,53860,37.0,
1338 Drury,53880,36.9,
1338 Drury,53900,36.7,
1338 Drury,53920,36.2,
1338 Drury,53940,35.6,
1338 Drury,53960,34.8,
1338 Drury,53980,34.0,
1338 Drury,54000,33.1,
1338 Drury,54020,32.4,
1338 Drury,54040,31.7,
1338 Drury,54060,31.1,
1338 Drury,54080,30.6,
1338 Drury,54100,30.3,
1338 Drury,54120,30.1,
1338 Drury,54140,29.9,
1338 Drury,54160,29.8,
1338 Drury,54180,29.8,
1338 Drury,54200,29.7,
1338 Drury,54220,29.6,
1338 Drury,54240,29.5,
1338 Drury,54260,29.4,
1338 Drury,54280,29.3,
1338 Drury,54300,29.2,
1338 Drury,54320,29.1,
1338 Drury,54340,28.9,
1338 Drury,54360,28.8,
1338 Drury,54380,28.5,
1338 Drury,54400,28.2,
1338 Drury,54420,27.9,
1338 Drury,54440,27.4,
1338 Drury,54460,26.8,
1338 Drury,54480,26.1,
1338 Drury,54500,25.3,
1338 Drury,54520,24.5,
1338 Drury,54540,23.6,
1338 Drury,54560,22.8,
1338 Drury,54580,22.1,
1338 Drury,54600,21.5,
1338 Drury,54620,21.1,
1338 Drury,54640,20.9,
1338 Drury,54660,20.9,
1338 Drury,54680,21.0,
1338 Drury,54700,21.3,
1338 Drury,54720,21.7,
1338 Drury,54740,22.2,
1338 Drury,54760,22.7,
1338 Drury,54780,23.1,
1338 Drury,54800,23.5,
1338 Drury,54820,23.8,
1338 Drury,54840,24.1,
1338 Drury,54860,24.3,
1338 Drury,54880,24.5,
1338 Drury,54900,24.7,
1338 Drury,54920,24.8,
1338 Drury,54940,25.1,
1338 Drury,54960,25.4,
1338 Drury,54980,25.8,
1338 Drury,55000,26.3,
1338 Drury,55020,27.0,
1338 Drury,55040,27.7,
1338 Drury,55060,28.4,
1338 Drury,55080,29.2,
1338 Drury,55100,29.8,
1338 Drury,55120,30.4,
1338 Drury,55140,30.8,
1338 Drury,55160,31.0,
1338 Drury,55180,31.0,
1338 Drury,55200,30.9,
1338 Drury,55220,30.6,
1338 Drury,55240,30.1,
1338 Drury,55260,29.6,
1338 Drury,55280,28.9,
1338 Drury,55300,28.2,
1338 Drury,55320,27.4,
1338 Drury,55340,26.5,
1338 Drury,55360,25.5,
1338 Drury,55380,24.4,
1338 Drury,55400,23.3,
1338 Drury,55420,22.0,
1338 Drury,55440,20.6,
1338 Drury,55460,19.1,
1338 Drury,55480,17.4,
1338 Drury,55500,15.7,
1338 Drury,55520,13.9,
1338 Drury,55540,12.0,
1338 Drury,55560,10.0,
1338 Drury,55580,8.0,
1338 Drury,55600,6.0,
1338 Drury,55620,4.1,
1338 Drury,55640,2.3,
1338 Drury,55660,0.8,
1338 Drury,55680,-0.5,
1338 Drury,55700,-1.4,
1338 Drury,55720,-1.9,
1338 Drury,55740,-1.9,
1338 Drury,55760,-1.6,
1338 Drury,55780,-1.0,
1338 Drury,55800,-0.2,
1338 Drury,55820,0.7,
1338 Drury,55840,1.7,
1338 Drury,55860,2.5,
1338 Drury,55880,3.1,
1338 Drury,55900,3.5,
1338 Drury,55920,3.6,
1338 Drury,55940,3.6,
1338 Drury,55960,3.4,
1338 Drury,55980,3.2,
1338 Drury,56000,2.9,
1338 Drury,56020,2.7,
1338 Drury,56040,2.6,
1338 Drury,56060,2.6,
1338 Drury,56080,2.7,
1338 Drury,56100,2.8,
1338 Drury,56120,2.9,
1338 Drury,56140,3.1,
1338 Drury,56160,3.2,
1338 Drury,56180,3.3,
1338 Drury,56200,3.4,
1338 Drury,56220,3.4,
1338 Drury,56240,3.5,
1338 Drury,56260,3.6,
1338 Drury,56280,3.8,
1338 Drury,56300,4.1,
1338 Drury,56320,4.4,
1338 Drury,56340,4.9,
1338 Drury,56360,5.4,
1338 Drury,56380,6.0,
1338 Drury,56400,6.7,
1338 Drury,56420,7.4,
1338 Drury,56440,8.2,
1338 Drury,56460,9.0,
1338 Drury,56480,9.8,
1338 Drury,56500,10.7,
1338 Drury,56520,11.6,
1338 Drury,56540,12.5,
1338 Drury,56560,13.6,
1338 Drury,56580,14.8,
1338 Drury,56600,16.2,
1338 Drury,56620,17.7,
1338 Drury,56640,19.3,
1338 Drury,56660,21.0,
1338 Drury,56680,22.6,
1338 Drury,56700,24.2,
1338 Drury,56720,25.6,
1338 Drury,56740,26.8,
1338 Drury,56760,27.6,
1338 Drury,56780,28.1,
1338 Drury,56800,28.1,
1338 Drury,56820,27.8,
1338 Drury,56840,27.1,
1338 Drury,56860,26.1,
1338 Drury,56880,24.9,
1338 Drury,56900,23.5,
1338 Drury,56920,22.1,
1338 Drury,56940,20.7,
1338 Drury,56960,19.5,
1338 Drury,56980,18.6,
1338 Drury,57000,17.9,
1338 Drury,57020,17.4,
1338 Drury,57040,17.3,
1338 Drury,57060,17.5,
1338 Drury,57080,17.9,
1338 Drury,57100,18.5,
1338 Drury,57120,19.3,
1338 Drury,57140,20.2,
1338 Drury,57160,21.4,
1338 Drury,57180,22.6,
1338 Drury,57200,23.9,
1338 Drury,57220,25.3,
1338 Drury,57240,26.7,
1338 Drury,57260,28.0,
1338 Drury,57280,29.4,
1338 Drury,57300,30.6,
1338 Drury,57320,31.8,
1338 Drury,57340,32.8,
1338 Drury,57360,33.8,
1338 Drury,57380,34.7,
1338 Drury,57400,35.6,
1338 Drury,57420,36.5,
1338 Drury,57440,37.4,
1338 Drury,57460,38.4,
1338 Drury,57480,39.5,
1338 Drury,57500,40.7,
1338 Drury,57520,41.9,
1338 Drury,57540,43.2,
1338 Drury,57560,44.5,
1338 Drury,57580,45.6,
1338 Drury,57600,46.7,
1338 Drury,57620,47.7,
1338 Drury,57640,48.5,
1338 Drury,57660,49.0,
1338 Drury,57680,49.4,
1338 Drury,57700,49.6,
1338 Drury,57720,49.7,
1338 Drury,57740,49.6,
1338 Drury,57760,49.5,
1338 Drury,57780,49.4,
1338 Drury,57800,49.3,
1338 Drury,57820,49.4,
1338 Drury,57840,49.6,
1338 Drury,57860,50.0,
1338 Drury,57880,50.4,
1338 Drury,57900,51.0,
1338 Drury,57920,51.6,
1338 Drury,57940,52.1,
1338 Drury,57960,52.4,
1338 Drury,57980,52.4,
1338 Drury,58000,52.1,
1338 Drury,58020,51.4,
1338 Drury,58040,50.3,
1338 Drury,58060,48.8,
1338 Drury,58080,47.0,
1338 Drury,58100,44.9,
1338 Drury,58120,42.8,
1338 Drury,58140,40.6,
1338 Drury,58160,38.5,
1338 Drury,58180,36.7,
1338 Drury,58200,35.1,
1338 Drury,58220,33.9,
1338 Drury,58240,33.0,
1338 Drury,58260,32.5,
1338 Drury,58280,32.4,
1338 Drury,58300,32.5,
1338 Drury,58320,32.8,
1338 Drury,58340,33.3,
1338 Drury,58360,33.8,
1338 Drury,58380,34.2,
1338 Drury,58400,34.5,
1338 Drury,58420,34.6,
1338 Drury,58440,34.6,
1338 Drury,58460,34.3,
1338 Drury,58480,34.0,
1338 Drury,58500,33.5,
1338 Drury,58520,33.1,
1338 Drury,58540,32.7,
1338 Drury,58560,32.4,
1338 Drury,58580,32.2,
1338 Drury,58600,32.1,
1338 Drury,58620,32.2,
1338 Drury,58640,32.3,
1338 Drury,58660,32.6,
1338 Drury,58680,32.8,
1338 Drury,58700,33.1,
1338 Drury,58720,33.2,
1338 Drury,58740,33.3,
1338 Drury,58760,33.3,
1338 Drury,58780,33.1,
1338 Drury,58800,32.8,
1338 Drury,58820,32.5,
1338 Drury,58840,32.0,
1338 Drury,58860,31.4,
1338 Drury,58880,30.8,
1338 Drury,58900,30.2,
1338 Drury,58920,29.5,
1338 Drury,58940,28.9,
1338 Drury,58960,28.2,
1338 Drury,58980,27.6,
1338 Drury,59000,27.0,
1338 Drury,59020,26.6,
1338 Drury,59040,26.2,
1338 Drury,59060,26.1,
1338 Drury,59080,26.0,
1338 Drury,59100,26.2,
1338 Drury,59120,26.4,
1338 Drury,59140,26.8,
1338 Drury,59160,27.1,
1338 Drury,59180,27.5,
1338 Drury,59200,27.7,
1338 Drury,59220,27.9,
1338 Drury,59240,27.9,
1338 Drury,59260,27.7,
1338 Drury,59280,27.5,
1338 Drury,59300,27.2,
1338 Drury,59320,26.8,
1338 Drury,59340,26.3,
1338 Drury,59360,25.9,
1338 Drury,59380,25.4,
1338 Drury,59400,25.0,
1338 Drury,59420,24.5,
1338 Drury,59440,24.1,
1338 Drury,59460,23.6,
1338 Drury,59480,23.2,
1338 Drury,59500,22.7,
1338 Drury,59520,22.3,
1338 Drury,59540,21.8,
1338 Drury,59560,21.5,
1338 Drury,59580,21.2,
1338 Drury,59600,21.0,
1338 Drury,59620,20.8,
1338 Drury,59640,20.8,
1338 Drury,59660,20.8,
1338 Drury,59680,21.0,
1338 Drury,59700,21.2,
1338 Drury,59720,21.5,
1338 Drury,59740,21.8,
1338 Drury,59760,22.1,
1338 Drury,59780,22.4,
1338 Drury,59800,22.8,
1338 Drury,59820,23.1,
1338 Drury,59840,23.4,
1338 Drury,59860,23.8,
1338 Drury,59880,24.1,
1338 Drury,59900,24.4,
1338 Drury,59920,24.8,
1338 Drury,59940,25.1,
1338 Drury,59960,25.4,
1338 Drury,59980,25.7,
1338 Drury,60000,26.0,
1338 Drury,60020,26.3,
1338 Drury,60040,26.6,
1338 Drury,60060,26.8,
1338 Drury,60080,27.1,
1338 Drury,60100,27.4,
1338 Drury,60120,27.7,
1338 Drury,60140,28.0,
1338 Drury,60160,28.4,
1338 Drury,60180,28.8,
1338 Drury,60200,29.3,
1338 Drury,60220,29.9,
1338 Drury,60240,30.5,
1338 Drury,60260,31.2,
1338 Drury,60280,31.9,
1338 Drury,60300,32.6,
1338 Drury,60320,33.2,
1338 Drury,60340,33.8,
1338 Drury,60360,34.4,
1338 Drury,60380,34.9,
1338 Drury,60400,35.3,
1338 Drury,60420,35.6,
1338 Drury,60440,35.9,
1338 Drury,60460,36.2,
1338 Drury,60480,36.4,
1338 Drury,60500,36.6,
1338 Drury,60520,36.7,
1338 Drury,60540,36.8,
1338 Drury,60560,36.8,
1338 Drury,60580,36.8,
1338 Drury,60600,36.6,
1338 Drury,60620,36.4,
1338 Drury,60640,36.0,
1338 Drury,60660,35.6,
1338 Drury,60680,35.1,
1338 Drury,60700,34.6,
1338 Drury,60720,34.1,
1338 Drury,60740,33.5,
1338 Drury,60760,33.1,
1338 Drury,60780,32.7,
1338 Drury,60800,32.5,
1338 Drury,60820,32.3,
1338 Drury,60840,32.3,
1338 Drury,60860,32.4,
1338 Drury,60880,32.6,
1338 Drury,60900,33.0,
1338 Drury,60920,33.4,
1338 Drury,60940,34.0,
1338 Drury,60960,34.7,
1338 Drury,60980,35.5,
1338 Drury,61000,36.4,
1338 Drury,61020,37.3,
1338 Drury,61040,38.4,
1338 Drury,61060,39.5,
1338 Drury,61080,40.5,
1338 Drury,61100,41.6,
1338 Drury,61120,42.5,
1338 Drury,61140,43.4,
1338 Drury,61160,44.1,
1338 Drury,61180,44.7,
1338 Drury,61200,45.2,
1338 Drury,61220,45.6,
1338 Drury,61240,45.9,
1338 Drury,61260,46.1,
1338 Drury,61280,46.3,
1338 Drury,61300,46.4,
1338 Drury,61320,46.5,
1338 Drury,61340,46.6,
1338 Drury,61360,46.6,
1338 Drury,61380,46.5,
1338 Drury,61400,46.3,
1338 Drury,61420,46.1,
1338 Drury,61440,45.9,
1338 Drury,61460,45.7,
1338 Drury,61480,45.5,
1338 Drury,61500,45.3,
1338 Drury,61520,45.3,
1338 Drury,61540,45.3,
1338 Drury,61560,45.4,
1338 Drury,61580,45.6,
1338 Drury,61600,45.9,
1338 Drury,61620,46.1,
1338 Drury,61640,46.3,
1338 Drury,61660,46.4,
1338 Drury,61680,46.4,
1338 Drury,61700,46.2,
1338 Drury,61720,46.0,
1338 Drury,61740,45.5,
1338 Drury,61760,45.0,
1338 Drury,61780,44.5,
1338 Drury,61800,44.0,
1338 Drury,61820,43.5,
1338 Drury,61840,43.1,
1338 Drury,61860,42.8,
1338 Drury,61880,42.6,
1338 Drury,61900,42.6,
1338 Drury,61920,42.7,
1338 Drury,61940,42.8,
1338 Drury,61960,43.0,
1338 Drury,61980,43.2,
1338 Drury,62000,43.3,
1338 Drury,62020,43.3,
1338 Drury,62040,43.1,
1338 Drury,62060,42.8,
1338 Drury,62080,42.3,
1338 Drury,62100,41.6,
1338 Drury,62120,40.9,
1338 Drury,62140,40.1,
1338 Drury,62160,39.3,
1338 Drury,62180,38.6,
1338 Drury,62200,38.0,
1338 Drury,62220,37.6,
1338 Drury,62240,37.4,
1338 Drury,62260,37.4,
1338 Drury,62280,37.6,
1338 Drury,62300,38.0,
1338 Drury,62320,38.6,
1338 Drury,62340,39.2,
1338 Drury,62360,39.9,
1338 Drury,62380,40.7,
1338 Drury,62400,41.6,
1338 Drury,62420,42.4,
1338 Drury,62440,43.2,
1338 Drury,62460,44.0,
1338 Drury,62480,44.8,
1338 Drury,62500,45.5,
1338 Drury,62520,46.1,
1338 Drury,62540,46.7,
1338 Drury,62560,47.2,
1338 Drury,62580,47.7,
1338 Drury,62600,48.2,
1338 Drury,62620,48.6,
1338 Drury,62640,49.1,
1338 Drury,62660,49.6,
1338 Drury,62680,50.1,
1338 Drury,62700,50.7,
1338 Drury,62720,51.4,
1338 Drury,62740,52.1,
1338 Drury,62760,52.9,
1338 Drury,62780,53.7,
1338 Drury,62800,54.5,
1338 Drury,62820,55.3,
1338 Drury,62840,55.9,
1338 Drury,62860,56.5,
1338 Drury,62880,56.9,
1338 Drury,62900,57.2,
1338 Drury,62920,57.4,
1338 Drury,62940,57.4,
1338 Drury,62960,57.5,
1338 Drury,62980,57.5,
1338 Drury,63000,57.6,
1338 Drury,63020,57.7,
1338 Drury,63040,57.9,
1338 Drury,63060,58.2,
1338 Drury,63080,58.7,
1338 Drury,63100,59.2,
1338 Drury,63120,59.9,
1338 Drury,63140,60.7,
1338 Drury,63160,61.6,
1338 Drury,63180,62.5,
1338 Drury,63200,63.5,
1338 Drury,63220,64.5,
1338 Drury,63240,65.5,
1338 Drury,63260,66.4,
1338 Drury,63280,67.2,
1338 Drury,63300,67.9,
1338 Drury,63320,68.4,
1338 Drury,63340,68.8,
1338 Drury,63360,68.9,
1338 Drury,63380,69.0,
1338 Drury,63400,68.8,
1338 Drury,63420,68.6,
1338 Drury,63440,68.2,
1338 Drury,63460,67.8,
1338 Drury,63480,67.3,
1338 Drury,63500,66.8,
1338 Drury,63520,66.3,
1338 Drury,63540,65.8,
1338 Drury,63560,65.4,
1338 Drury,63580,65.1,
1338 Drury,63600,64.9,
1338 Drury,63620,64.8,
1338 Drury,63640,64.8,
1338 Drury,63660,64.9,
1338 Drury,63680,65.1,
1338 Drury,63700,65.3,
1338 Drury,63720,65.6,
1338 Drury,63740,65.8,
1338 Drury,63760,66.1,
1338 Drury,63780,66.2,
1338 Drury,63800,66.3,
1338 Drury,63820,66.3,
1338 Drury,63840,66.2,
1338 Drury,63860,65.9,
1338 Drury,63880,65.5,
1338 Drury,63900,65.0,
1338 Drury,63920,64.4,
1338 Drury,63940,63.7,
1338 Drury,63960,62.9,
1338 Drury,63980,62.1,
1338 Drury,64000,61.3,
1338 Drury,64020,60.5,
1338 Drury,64040,59.7,
1338 Drury,64060,58.9,
1338 Drury,64080,58.1,
1338 Drury,64100,57.4,
1338 Drury,64120,56.7,
1338 Drury,64140,56.2,
1338 Drury,64160,55.7,
1338 Drury,64180,55.4,
1338 Drury,64200,55.2,
1338 Drury,64220,55.2,
1338 Drury,64240,55.3,
1338 Drury,64260,55.6,
1338 Drury,64280,56.0,
1338 Drury,64300,56.5,
1338 Drury,64320,57.1,
1338 Drury,64340,57.7,
1338 Drury,64360,58.4,
1338 Drury,64380,59.1,
1338 Drury,64400,59.8,
1338 Drury,64420,60.5,
1338 Drury,64440,61.0,
1338 Drury,64460,61.5,
1338 Drury,64480,61.8,
1338 Drury,64500,62.1,
1338 Drury,64520,62.2,
1338 Drury,64540,62.2,
1338 Drury,64560,62.2,
1338 Drury,64580,62.1,
1338 Drury,64600,61.9,
1338 Drury,64620,61.7,
1338 Drury,64640,61.5,
1338 Drury,64660,61.2,
1338 Drury,64680,60.9,
1338 Drury,64700,60.6,
1338 Drury,64720,60.3,
1338 Drury,64740,60.0,
1338 Drury,64760,59.7,
1338 Drury,64780,59.5,
1338 Drury,64800,59.3,
1338 Drury,64820,59.1,
,6.482E+07,,